#HDR ms,ax,ay,az,mag,hp_abs,rms,label
435499,0.0083,-0.0151,0.9182,0.9184,0.1201,0.4035,JUMP
435508,0.1589,-0.031,1.324,1.3338,0.2863,0.4039,JUMP
435518,-0.0815,-0.104,1.5786,1.5841,0.5203,0.4143,JUMP
435528,-0.0313,-0.0298,0.8374,0.8385,0.2185,0.4124,JUMP
435538,0.0688,-0.0107,0.8525,0.8554,0.1955,0.4141,JUMP
435548,0.0798,-0.0198,1.1375,1.1404,0.0869,0.3784,JUMP
435558,-0.0925,-0.1445,1.772,1.7803,0.7046,0.4004,JUMP
435568,-0.0222,-0.0793,1.2961,1.2988,0.2163,0.3948,JUMP
435578,0.103,-0.0251,1.075,1.0802,0.0023,0.3943,JUMP
435588,0.1433,-0.0186,1.0491,1.059,0.0227,0.3547,JUMP
435598,0.4143,0.2378,-0.3264,0.5786,0.4878,0.3674,JUMP
435608,-0.0386,0.0156,1.2131,1.2138,0.143,0.3657,JUMP
435618,-0.0593,-0.0493,1.666,1.6678,0.5787,0.3556,JUMP
435628,-0.0552,-0.0344,0.9221,0.9244,0.1596,0.3563,JUMP
435638,0.0073,0.0642,0.1555,0.1684,0.8877,0.3971,JUMP
435648,0.0317,-0.0168,0.9087,0.9094,0.1423,0.3974,JUMP
435658,0.0696,-0.0388,1.4241,1.4263,0.3632,0.401,JUMP
435668,0.0188,-0.145,1.8142,1.8201,0.7339,0.4247,JUMP
435678,0.1331,-0.0632,0.9358,0.9473,0.1346,0.4245,JUMP
435688,0.0483,-0.0115,0.906,0.9074,0.1692,0.4247,JUMP
435698,0.1418,-0.0056,0.9644,0.9747,0.0988,0.4097,JUMP
435708,0.041,0.0027,1.2595,1.2602,0.181,0.4077,JUMP
435718,-0.0513,-0.0974,1.2878,1.2925,0.2069,0.4036,JUMP
435728,0.1213,-0.0493,0.9482,0.9572,0.1245,0.4043,JUMP
435738,0.0256,-0.0156,1.1975,1.1979,0.1126,0.3612,JUMP
435748,0.2559,0.1643,-0.1436,0.3363,0.7262,0.3886,JUMP
435758,-0.0276,-0.0107,0.9385,0.9389,0.1198,0.3851,JUMP
435768,0.0066,-0.0366,1.5769,1.5773,0.5028,0.3842,JUMP
435778,0.1255,-0.0635,1.011,1.0207,0.0522,0.3818,JUMP
435788,0.0466,0.0679,0.0842,0.1178,0.926,0.4226,JUMP
435798,0.0159,-0.0156,0.9053,0.9055,0.134,0.4231,JUMP
435808,0.1499,-0.0339,1.3889,1.3974,0.3469,0.4049,JUMP
435818,-0.0527,-0.1274,1.4807,1.4871,0.4233,0.4114,JUMP
435828,-0.0388,-0.0366,0.803,0.8047,0.2511,0.4144,JUMP
435838,0.0554,-0.0159,0.9329,0.9346,0.1176,0.4151,JUMP
435848,0.051,-0.0457,1.0657,1.0679,0.0152,0.4035,JUMP
435858,-0.0156,-0.1497,1.7468,1.7533,0.6793,0.4248,JUMP
435868,-0.0554,-0.0762,1.2874,1.2908,0.2102,0.4108,JUMP
435878,0.0742,-0.0278,0.9414,0.9447,0.1317,0.4104,JUMP
435888,0.137,-0.0059,0.9138,0.924,0.1478,0.3712,JUMP
435898,0.1411,0.1514,-0.1812,0.275,0.7725,0.4011,JUMP
435908,0.0349,0.0117,1.1497,1.1502,0.0996,0.395,JUMP
435918,-0.0627,-0.0449,1.6152,1.6171,0.5491,0.3828,JUMP
435928,-0.0195,-0.0398,1.1797,1.1805,0.1091,0.3824,JUMP
435938,0.1624,0.1079,0.2366,0.3065,0.7415,0.4088,JUMP
435948,0.0479,-0.0156,0.9243,0.9257,0.1187,0.409,JUMP
435958,0.1179,-0.032,1.3926,1.3979,0.3428,0.4131,JUMP
435968,0.0759,-0.0356,1.1362,1.1393,0.0816,0.4114,JUMP
435978,0.1235,0.0742,0.1392,0.2003,0.8312,0.443,JUMP
435988,0.0313,0.0012,0.9861,0.9866,0.0436,0.4425,JUMP
435998,0.0425,-0.0371,1.2341,1.2354,0.199,0.4199,JUMP
436008,-0.0557,-0.2207,1.8474,1.8614,0.7998,0.4487,JUMP
436018,-0.1001,-0.1016,1.2043,1.2128,0.1466,0.4383,JUMP
436028,0.1057,-0.0283,0.8523,0.8593,0.2006,0.44,JUMP
436038,0.1025,-0.0144,0.9058,0.9117,0.1437,0.4001,JUMP
436048,0.2498,0.2068,0.2185,0.391,0.6441,0.4195,JUMP
436058,0.0396,-0.0432,1.2122,1.2136,0.173,0.4152,JUMP
436068,0.2002,-0.0481,1.0208,1.0413,0.0007,0.4064,JUMP
436078,-0.0156,-0.0376,1.0322,1.033,0.0073,0.4033,JUMP
436088,0.1606,0.0679,0.2356,0.2931,0.7245,0.4279,JUMP
436098,0.0256,-0.0112,0.9055,0.9059,0.1082,0.4284,JUMP
436108,0.124,-0.033,1.3108,1.3171,0.2936,0.4106,JUMP
436118,0.0459,-0.0415,1.3496,1.351,0.3176,0.4133,JUMP
436128,0.0884,0.019,0.3967,0.4069,0.6074,0.43,JUMP
436139,0.0901,-0.0027,0.9373,0.9416,0.0705,0.4292,JUMP
436148,0.0737,-0.054,1.2883,1.2916,0.2709,0.4041,JUMP
436158,-0.0127,-0.1597,1.5215,1.5299,0.4938,0.4155,JUMP
436168,-0.01,-0.073,1.3477,1.3497,0.304,0.4053,JUMP
436178,0.0618,-0.0244,0.8958,0.8982,0.143,0.4057,JUMP
436188,0.1057,-0.0007,1.0483,1.0537,0.0121,0.3777,JUMP
436198,0.0176,-0.0996,1.5703,1.5736,0.5158,0.3908,JUMP
436208,-0.0466,-0.0471,1.1968,1.1986,0.1366,0.3857,JUMP
436218,0.188,-0.0537,1.2678,1.2828,0.214,0.3877,JUMP
436228,0.032,-0.0347,1.1479,1.1489,0.0777,0.3506,JUMP
436238,0.2683,0.1843,-0.1672,0.366,0.6838,0.3762,JUMP
436248,-0.0383,-0.0146,1.0784,1.0791,0.0285,0.3741,JUMP
436258,-0.0508,-0.0476,1.3337,1.3356,0.2762,0.3427,PLAY
436268,0.0049,-0.0366,0.9409,0.9416,0.1141,0.3422,PLAY
436278,-0.0088,0.0779,0.3181,0.3276,0.7059,0.368,JUMP
436288,0.01,0.0024,1.0203,1.0203,0.0128,0.3669,JUMP
436298,0.0486,-0.0564,1.2549,1.2571,0.2171,0.3463,PLAY
436308,-0.0613,-0.1978,1.7202,1.7326,0.6716,0.3698,JUMP
436318,0.0249,-0.0593,0.8491,0.8516,0.2031,0.372,JUMP
436328,0.0503,-0.0264,0.9668,0.9685,0.0836,0.3724,JUMP
436338,0.1045,-0.0002,1.0762,1.0812,0.0283,0.3431,PLAY
436348,0.0269,-0.1138,0.9856,0.9925,0.0586,0.3426,PLAY
436358,-0.0588,-0.0496,1.2881,1.2904,0.232,0.3407,PLAY
436368,0.1846,-0.0239,0.8616,0.8814,0.1716,0.3365,PLAY
436378,0.0688,-0.0325,1.0776,1.0803,0.0265,0.3138,PLAY
436388,0.1921,0.1677,-0.2063,0.328,0.7037,0.3437,PLAY
436398,0.0325,-0.0242,1.1174,1.1182,0.0838,0.3398,PLAY
436408,-0.0374,-0.0549,1.5017,1.5032,0.4545,0.3376,PLAY
436418,0.1008,-0.0303,0.99,0.9956,0.0515,0.3322,PLAY
436428,0.104,0.1125,0.1609,0.2222,0.7997,0.3676,JUMP
436438,-0.0007,0.0146,0.9612,0.9613,0.0588,0.3678,JUMP
436448,0.0981,-0.0381,1.3396,1.3437,0.3138,0.3586,JUMP
436458,-0.0339,-0.0667,1.2974,1.2995,0.2614,0.3613,JUMP
436468,0.1038,0.0054,0.3354,0.3512,0.666,0.3827,JUMP
436478,0.0457,-0.0181,0.9651,0.9663,0.0493,0.3825,JUMP
436488,0.053,-0.0325,1.2727,1.2742,0.2507,0.3607,JUMP
436498,0.0002,-0.1611,1.5911,1.5992,0.5581,0.3776,JUMP
436508,-0.0339,-0.0569,1.0862,1.0882,0.0457,0.3736,JUMP
436518,0.085,-0.0142,0.9006,0.9047,0.1336,0.3739,JUMP
436528,0.0999,-0.0115,0.9116,0.9171,0.1175,0.347,PLAY
436538,-0.0286,-0.0068,1.2041,1.2045,0.1647,0.3485,PLAY
436548,0.0317,-0.0476,1.1335,1.135,0.0923,0.3463,PLAY
436558,0.1455,-0.0479,1.1155,1.1259,0.0807,0.3196,PLAY
436568,0.1133,-0.0181,1.2273,1.2326,0.1817,0.3191,PLAY
436578,0.188,0.1726,-0.1914,0.319,0.7096,0.3488,PLAY
436588,0.009,0.0081,0.9727,0.9727,0.0542,0.349,PLAY
436598,0.0671,-0.0422,1.4065,1.4087,0.3702,0.3565,JUMP
436608,0.0764,-0.0476,1.0408,1.0447,0.0059,0.3535,JUMP
436618,0.123,0.0935,0.3433,0.3764,0.6421,0.3745,JUMP
436628,0.0154,-0.0134,0.9536,0.9538,0.0628,0.3747,JUMP
436638,0.0549,-0.0496,1.3523,1.3543,0.3274,0.3534,JUMP
436648,0.0154,-0.1128,1.4463,1.4508,0.411,0.3625,JUMP
436658,0.1199,0.0032,0.8398,0.8484,0.1856,0.3528,JUMP
436668,0.0669,-0.0117,0.8975,0.9,0.1299,0.3536,JUMP
436678,0.1096,-0.0173,0.9749,0.9812,0.0473,0.3155,PLAY
436688,0.0759,0.0168,1.104,1.1067,0.0759,0.3157,PLAY
436698,-0.019,-0.0659,1.1628,1.1649,0.13,0.3105,PLAY
436708,0.146,-0.032,1.1904,1.1998,0.1599,0.3077,PLAY
436718,-0.0085,-0.0273,1.2209,1.2213,0.1759,0.2796,PLAY
436728,0.2393,0.1558,-0.1531,0.3239,0.6995,0.3125,PLAY
436738,-0.0027,-0.0054,1.0652,1.0652,0.0405,0.3085,PLAY
436748,-0.0288,-0.0444,1.3672,1.3682,0.333,0.2953,PLAY
436758,0.115,-0.0493,1.1821,1.1887,0.1489,0.2966,PLAY
436768,-0.0139,0.0264,0.3884,0.3896,0.6305,0.3212,PLAY
436779,0.0251,-0.0217,0.9871,0.9876,0.0314,0.3204,PLAY
436788,0.0867,-0.0405,1.365,1.3683,0.3386,0.3258,PLAY
436798,0.0146,-0.0615,1.4351,1.4365,0.3944,0.3347,PLAY
436808,0.0796,-0.0085,0.6526,0.6575,0.3729,0.3425,PLAY
436818,0.0981,-0.0103,0.9238,0.9291,0.0982,0.3412,PLAY
436828,0.0718,-0.0315,1.2258,1.2283,0.1949,0.3127,PLAY
436838,-0.033,-0.175,1.5923,1.6022,0.5515,0.3314,PLAY
436848,-0.0654,-0.0723,1.2432,1.247,0.1903,0.3253,PLAY
436858,0.1252,-0.0266,0.8982,0.9073,0.1449,0.3265,PLAY
436868,0.1445,-0.0063,0.9285,0.9397,0.1091,0.301,PLAY
436878,0.0596,0.0088,1.2605,1.2619,0.2067,0.3036,PLAY
436888,0.0481,-0.0227,1.1116,1.1128,0.0559,0.2967,PLAY
436898,-0.0347,-0.0457,1.5024,1.5035,0.4329,0.2979,PLAY
436908,-0.0308,-0.0437,1.2217,1.2228,0.1476,0.297,PLAY
436918,0.2273,0.1426,-0.186,0.3265,0.7259,0.3296,PLAY
436928,0.0081,-0.0203,0.9404,0.9407,0.1083,0.3302,PLAY
436938,0.1023,-0.0386,1.3281,1.3326,0.275,0.3344,PLAY
436948,0.0186,-0.0747,1.3291,1.3313,0.2653,0.3376,PLAY
436958,0.0283,0.0427,0.4331,0.4361,0.6107,0.3576,JUMP
436968,0.042,-0.001,1.0149,1.0158,0.0301,0.3559,JUMP
436978,0.093,-0.0466,1.1311,1.1359,0.0873,0.3277,PLAY
436988,0.0071,-0.175,1.6069,1.6165,0.5506,0.3456,PLAY
436998,-0.0461,-0.0718,1.0745,1.0778,0.0116,0.3391,PLAY
437008,0.0818,-0.0259,0.9202,0.9242,0.1378,0.3389,PLAY
437018,0.1414,-0.0059,1.0042,1.0141,0.0464,0.3148,PLAY
437028,-0.0105,0.0981,0.8047,0.8107,0.2422,0.3184,PLAY
437038,0.0032,-0.0278,1.1589,1.1593,0.1032,0.3118,PLAY
437048,0.1826,-0.0386,1.0183,1.0353,0.0202,0.3017,PLAY
437058,-0.0166,-0.0366,1.2058,1.2065,0.1464,0.2938,PLAY
437068,0.2322,0.1636,-0.1887,0.341,0.6972,0.3246,PLAY
437078,0.0342,-0.0122,0.979,0.9797,0.0567,0.3224,PLAY
437088,0.0017,-0.0481,1.4558,1.4566,0.4074,0.3138,PLAY
437098,0.1362,-0.0278,1.0034,1.013,0.0351,0.3115,PLAY
437108,0.0923,0.103,0.4299,0.4516,0.5783,0.331,PLAY
437118,0.01,0.0095,1.0024,1.0025,0.0266,0.3304,PLAY
437128,0.0923,-0.0493,1.363,1.367,0.3277,0.3342,PLAY
437138,0.0369,-0.0845,1.2683,1.2717,0.2252,0.3371,PLAY
437148,0.1091,-0.0046,0.4292,0.4429,0.5852,0.3462,PLAY
437158,0.0583,-0.0161,0.9463,0.9482,0.0774,0.3452,PLAY
437168,0.0938,-0.0259,1.2688,1.2725,0.2394,0.3169,PLAY
437178,-0.0632,-0.1646,1.6729,1.6821,0.6292,0.3403,PLAY
437188,-0.0234,-0.054,1.1123,1.1139,0.0591,0.336,PLAY
437198,0.082,-0.0127,0.9131,0.9169,0.1337,0.3328,PLAY
437208,0.0955,-0.0195,0.8926,0.8979,0.148,0.311,PLAY
437218,0.1399,0.0557,0.8838,0.8965,0.1449,0.3123,PLAY
437228,-0.0134,-0.0276,1.1094,1.1098,0.0663,0.3121,PLAY
437238,0.0659,-0.0493,1.2642,1.2668,0.2166,0.2952,PLAY
437248,-0.0044,-0.0237,1.1226,1.1228,0.0703,0.2956,PLAY
437258,0.2336,0.1406,-0.1394,0.3063,0.7235,0.3279,PLAY
437268,-0.0115,-0.0164,0.9927,0.9929,0.0357,0.3279,PLAY
437278,0.1331,-0.0354,1.3232,1.3304,0.2926,0.3295,PLAY
437288,-0.0383,-0.0754,1.498,1.5004,0.4485,0.3409,PLAY
437298,-0.0081,-0.0039,0.4312,0.4312,0.6018,0.3615,JUMP
437308,0.0371,-0.0186,1.0283,1.0292,0.0037,0.3603,JUMP
437318,0.0869,-0.0305,1.2766,1.2799,0.2395,0.3357,PLAY
437328,-0.0273,-0.166,1.6479,1.6565,0.5973,0.3561,JUMP
437338,0.0796,-0.0183,1.0398,1.043,0.0157,0.3467,PLAY
437348,0.0784,-0.0103,0.9387,0.942,0.1131,0.3473,PLAY
437358,0.1509,-0.0188,0.8889,0.9018,0.1486,0.3289,PLAY
437368,0.1243,0.0442,0.9534,0.9624,0.0853,0.3293,PLAY
437378,-0.0439,-0.0486,1.1133,1.1152,0.0654,0.3229,PLAY
437388,0.1226,-0.0469,1.1799,1.1872,0.1332,0.3209,PLAY
437398,0.0037,-0.0273,1.1877,1.1881,0.13,0.2999,PLAY
437408,0.2195,0.1665,-0.137,0.3077,0.7276,0.333,PLAY
437419,-0.0259,-0.0208,1.0005,1.001,0.0332,0.3296,PLAY
437428,-0.0442,-0.0479,1.4226,1.4241,0.378,0.3139,PLAY
437438,0.0928,-0.0483,1.106,1.1109,0.0628,0.3139,PLAY
437448,0.0369,0.0525,0.3127,0.3193,0.7066,0.3432,PLAY
437458,0.0916,-0.0046,0.8716,0.8764,0.1449,0.3432,PLAY
437468,0.1384,-0.0352,1.3433,1.3508,0.3195,0.3479,PLAY
437478,0.0002,-0.0945,1.4456,1.4486,0.4046,0.3569,JUMP
437488,0.105,-0.0056,0.5952,0.6044,0.4262,0.3644,JUMP
437498,0.0608,-0.0024,0.9392,0.9412,0.0868,0.3645,JUMP
437508,0.0808,-0.0347,1.2302,1.2334,0.1992,0.3369,PLAY
437518,-0.063,-0.189,1.55,1.5628,0.5125,0.3521,JUMP
437528,-0.0693,-0.0662,1.2441,1.2478,0.1915,0.3493,PLAY
437538,0.1204,-0.0281,0.9187,0.927,0.1254,0.3385,PLAY
437548,0.1587,-0.01,0.9045,0.9184,0.1299,0.3175,PLAY
437558,0.0984,0.0386,0.5273,0.5378,0.4949,0.3325,PLAY
437568,0.0303,0.0112,1.043,1.0435,0.0104,0.3291,PLAY
437578,-0.0435,-0.0437,1.4907,1.492,0.445,0.3193,PLAY
437588,0.1079,-0.0552,1.03,1.0371,0.0096,0.3193,PLAY
437598,0.2095,0.1267,-0.1653,0.2954,0.7285,0.3502,JUMP
437608,0.0195,-0.0122,0.9348,0.9351,0.0861,0.3494,PLAY
437618,0.0693,-0.0381,1.3442,1.3466,0.3155,0.3546,JUMP
437628,-0.0042,-0.1047,1.4377,1.4416,0.398,0.3632,JUMP
437638,0.0754,0.0293,0.4768,0.4836,0.5429,0.3781,JUMP
437648,0.0273,0.001,0.9468,0.9472,0.0769,0.3776,JUMP
437658,0.0747,-0.0144,1.0491,1.0518,0.0269,0.3484,PLAY
437668,0.0754,-0.166,1.5315,1.5423,0.5016,0.3625,JUMP
437678,-0.0305,-0.0605,1.0312,1.0335,0.007,0.3546,JUMP
437688,0.1238,-0.0251,0.8743,0.8833,0.1523,0.3557,JUMP
437698,0.1465,-0.0105,0.9734,0.9844,0.0497,0.3265,PLAY
437708,0.1018,0.1101,0.8081,0.8219,0.2058,0.3278,PLAY
437718,-0.0198,-0.033,1.1936,1.1942,0.1615,0.3232,PLAY
437728,0.1565,-0.0349,1.0127,1.0253,0.0072,0.3129,PLAY
437738,0.0002,-0.0396,1.1479,1.1486,0.1126,0.3019,PLAY
437748,0.175,0.1306,-0.2261,0.3143,0.6997,0.3323,PLAY
437758,-0.0313,-0.0403,1.0005,1.0018,0.0119,0.3299,PLAY
437768,-0.0308,-0.0459,1.4912,1.4922,0.464,0.327,PLAY
437778,0.1196,-0.0203,1.0234,1.0306,0.0023,0.3248,PLAY
437788,0.1423,0.0676,0.3513,0.385,0.6237,0.347,PLAY
437798,0.0483,0.0081,0.9395,0.9407,0.0659,0.3463,PLAY
437808,0.1348,-0.0437,1.3381,1.3456,0.3286,0.3383,PLAY
437818,0.0259,-0.0833,1.3276,1.3305,0.3039,0.3437,PLAY
437828,0.1069,-0.0022,0.688,0.6963,0.3202,0.3381,PLAY
437838,0.0217,-0.0164,0.9446,0.945,0.0693,0.3383,PLAY
437848,0.0935,-0.0315,1.3047,1.3084,0.2851,0.3107,PLAY
437858,-0.1035,-0.1926,1.8188,1.8319,0.784,0.3476,PLAY
437868,0.0046,-0.0425,0.8596,0.8607,0.1815,0.3437,PLAY
437878,0.0852,-0.0173,0.9675,0.9714,0.0686,0.3346,PLAY
437888,0.105,-0.012,0.9573,0.9631,0.0746,0.3169,PLAY
437898,0.0723,-0.0374,1.3394,1.3418,0.2949,0.322,PLAY
437908,-0.0486,-0.0574,1.2173,1.2196,0.1674,0.3237,PLAY
437918,0.1265,-0.0349,1.1838,1.1911,0.1346,0.3089,PLAY
437928,0.0889,-0.0229,1.2026,1.2061,0.1451,0.3102,PLAY
437938,0.1787,0.1826,0.2253,0.3407,0.6984,0.3389,PLAY
437948,-0.0029,0.0286,1.1003,1.1007,0.0598,0.3389,PLAY
437958,-0.002,-0.0452,1.5625,1.5632,0.5063,0.3513,JUMP
437968,0.0586,-0.0522,1.0273,1.0303,0.0257,0.3499,PLAY
437978,0.1899,0.1067,-0.1091,0.2437,0.7876,0.3837,JUMP
437988,-0.043,-0.0583,1.0146,1.0172,0.0136,0.3831,JUMP
437998,0.0996,-0.0327,1.4202,1.424,0.3812,0.3646,JUMP
438008,0.0037,-0.0469,1.5759,1.5766,0.5175,0.379,JUMP
438018,0.0254,0.0227,0.4277,0.4291,0.6108,0.3873,JUMP
438028,0.0293,0.0071,1.0374,1.0378,0.0021,0.3873,JUMP
438038,0.0872,-0.0505,1.2761,1.2801,0.2329,0.3696,JUMP
438048,-0.0774,-0.2332,1.8691,1.8852,0.8125,0.4035,JUMP
438059,-0.0254,-0.0789,1.188,1.1909,0.1146,0.3988,JUMP
438068,0.1357,-0.0222,0.8516,0.8626,0.2072,0.3963,JUMP
438078,0.1328,-0.0017,0.9429,0.9522,0.114,0.3918,JUMP
438088,0.1404,0.0742,1.0239,1.0362,0.0291,0.3916,JUMP
438098,-0.0488,-0.0229,1.1536,1.1548,0.0868,0.3878,JUMP
438108,0.0469,-0.0415,1.0535,1.0553,0.0123,0.3547,JUMP
438118,-0.0027,-0.0459,1.2026,1.2035,0.1317,0.3538,JUMP
438128,0.1775,0.137,0.0127,0.2246,0.8214,0.3898,JUMP
438138,0.0198,0.0225,0.8989,0.8994,0.1421,0.3906,JUMP
438148,0.092,-0.0442,1.5669,1.5702,0.5126,0.3995,JUMP
438158,0.1172,-0.0222,0.9768,0.9841,0.0713,0.3983,JUMP
438168,0.103,0.1265,0.0774,0.1805,0.8482,0.4321,JUMP
438178,0.0325,-0.0364,0.9705,0.9717,0.0553,0.4313,JUMP
438188,0.0679,-0.0513,1.3879,1.3905,0.3525,0.4141,JUMP
438198,0.0962,-0.0977,1.387,1.3937,0.3448,0.4196,JUMP
438208,0.0857,-0.0217,0.5334,0.5407,0.4927,0.4189,JUMP
438218,0.0232,-0.0105,1.0137,1.014,0.0188,0.4189,JUMP
438228,0.1018,-0.0388,1.1748,1.1798,0.1426,0.3892,JUMP
438238,-0.0862,-0.2124,1.8867,1.9006,0.837,0.4237,JUMP
438248,0.0537,-0.0447,0.8257,0.8286,0.2278,0.4193,JUMP
438258,0.1326,-0.0073,0.8921,0.9019,0.1498,0.4074,JUMP
438268,0.1223,-0.0183,0.8999,0.9084,0.139,0.3896,JUMP
438278,0.0767,-0.0083,0.6453,0.6499,0.3854,0.3972,JUMP
438288,-0.0588,-0.0303,1.2129,1.2147,0.174,0.396,JUMP
438298,0.1365,-0.0525,1.1567,1.1659,0.1214,0.3619,JUMP
438308,-0.0261,-0.0188,1.2263,1.2267,0.1767,0.3629,JUMP
438318,0.2258,0.1995,-0.1145,0.3223,0.7056,0.3872,JUMP
438328,-0.0222,0.0007,0.9048,0.9051,0.1191,0.3872,JUMP
438338,0.0269,-0.0452,1.5146,1.5156,0.4764,0.3987,JUMP
438348,0.1123,-0.0579,1.1104,1.1175,0.076,0.3987,JUMP
438358,0.0532,0.0842,0.0559,0.1142,0.899,0.4373,JUMP
438368,-0.0198,-0.063,0.999,1.0012,0.0117,0.4365,JUMP
438378,0.1206,-0.0354,1.4067,1.4123,0.3873,0.4118,JUMP
438388,-0.1157,-0.1465,1.6667,1.6772,0.6322,0.4298,JUMP
438398,0.0608,-0.0171,0.6938,0.6967,0.3376,0.4228,JUMP
438408,0.0906,0.0066,0.9536,0.9579,0.0741,0.4229,JUMP
438418,0.054,-0.0444,1.2617,1.2637,0.2246,0.3899,JUMP
438428,-0.0024,-0.2239,1.7759,1.7899,0.728,0.4161,JUMP
438438,-0.0251,-0.0925,1.115,1.1191,0.0554,0.4102,JUMP
438448,0.0884,-0.0264,0.9016,0.9063,0.1526,0.4055,JUMP
438458,0.0725,-0.0024,0.9263,0.9291,0.1258,0.3942,JUMP
438468,0.1045,0.1995,0.447,0.5005,0.5375,0.4086,JUMP
438478,0.0046,-0.009,1.2922,1.2923,0.2465,0.4105,JUMP
438488,0.1125,-0.0273,0.9475,0.9546,0.0884,0.3753,JUMP
438498,0.0427,-0.0435,1.1724,1.1739,0.1269,0.3734,JUMP
438508,0.2222,0.1025,-0.1282,0.2762,0.7473,0.4011,JUMP
438518,-0.0051,-0.0313,0.9109,0.9114,0.1087,0.4007,JUMP
438528,-0.0698,-0.0339,1.6221,1.6239,0.5854,0.4103,JUMP
438538,0.156,-0.0432,0.947,0.9608,0.0754,0.4091,JUMP
438548,0.0535,0.1086,0.2737,0.2993,0.7144,0.4326,JUMP
438558,0.0562,0.0037,1.041,1.0425,0.028,0.4312,JUMP
438568,0.0422,-0.0532,1.3867,1.3884,0.3624,0.4139,JUMP
438578,-0.0383,-0.1135,1.4929,1.4977,0.4574,0.4232,JUMP
438588,0.1086,-0.0281,0.5259,0.5377,0.4873,0.4237,JUMP
438598,0.1121,-0.0215,0.9473,0.9541,0.0687,0.4236,JUMP
438608,0.0674,-0.0134,1.2839,1.2858,0.2549,0.3869,JUMP
438618,-0.075,-0.2539,1.9822,1.9998,0.9394,0.4301,JUMP
438628,-0.0164,-0.05,0.8738,0.8754,0.1794,0.4246,JUMP
438638,0.113,-0.0161,0.9758,0.9825,0.0701,0.4056,JUMP
438648,0.0632,-0.0269,0.8093,0.8122,0.233,0.4026,JUMP
438658,0.1216,0.0383,1.1692,1.1761,0.1269,0.4032,JUMP
438668,-0.0415,-0.0662,1.2659,1.2683,0.2124,0.4029,JUMP
438678,0.0425,-0.0354,1.1335,1.1349,0.0766,0.376,JUMP
438688,0.1157,-0.0134,1.2197,1.2253,0.1619,0.3772,JUMP
438699,0.1167,0.1353,-0.1216,0.2161,0.8215,0.4103,JUMP
438708,-0.0212,0.0222,1.092,1.0925,0.0532,0.4097,JUMP
438718,-0.0916,-0.0388,1.6975,1.7004,0.641,0.4156,JUMP
438728,0.1316,-0.0706,1.2444,1.2533,0.188,0.4144,JUMP
438738,0.0615,0.019,0.2705,0.2781,0.7632,0.4412,JUMP
438748,-0.0278,-0.0503,0.9917,0.9934,0.0465,0.4406,JUMP
438758,0.1733,-0.0308,1.4146,1.4255,0.3739,0.4212,JUMP
438768,-0.1143,-0.1416,1.9883,1.9966,0.9162,0.4588,JUMP
438778,0.0332,-0.0588,0.9146,0.917,0.1584,0.4447,JUMP
438788,0.0322,-0.0181,0.9524,0.9531,0.1186,0.4451,JUMP
438798,0.0662,-0.0532,1.2734,1.2763,0.1984,0.4234,JUMP
438808,0.0137,-0.2024,1.7429,1.7547,0.6562,0.4433,JUMP
438818,-0.0259,-0.0967,1.2197,1.2238,0.1215,0.438,JUMP
438828,0.1147,-0.0208,0.8862,0.8939,0.2021,0.4302,JUMP
438838,0.1404,-0.0022,0.8987,0.9096,0.1807,0.4206,JUMP
438848,0.2637,0.229,0.3486,0.4935,0.5787,0.436,JUMP
438858,-0.0745,-0.009,1.3137,1.3159,0.2363,0.4356,JUMP
438868,0.1589,-0.0403,1.4783,1.4873,0.3954,0.4008,JUMP
438878,0.0073,-0.0349,1.2051,1.2056,0.1102,0.3998,JUMP
438888,0.0884,0.1111,-0.1541,0.2095,0.859,0.435,JUMP
438898,0.0913,-0.0017,0.7764,0.7817,0.278,0.436,JUMP
438908,-0.0044,-0.0354,1.4038,1.4043,0.3341,0.4404,JUMP
438918,0.0776,-0.0554,1.0696,1.0738,0.0035,0.4383,JUMP
438928,0.1436,0.0918,0.0645,0.1822,0.8611,0.4707,JUMP
438938,-0.054,0.0042,1.0601,1.0614,0.0176,0.4696,JUMP
438948,0.0942,-0.0457,1.3176,1.3218,0.2695,0.4432,JUMP
438958,0.0322,-0.2185,1.9543,1.9668,0.8866,0.4772,JUMP
438968,-0.0552,-0.0723,0.9341,0.9385,0.1373,0.4605,JUMP
438978,-0.0061,-0.0222,1.0356,1.0359,0.0387,0.459,JUMP
438988,0.1174,-0.0325,1.292,1.2977,0.2163,0.4351,JUMP
438998,-0.0476,-0.2954,1.8264,1.8508,0.7459,0.4598,JUMP
439008,-0.094,-0.0659,0.9014,0.9086,0.1902,0.4553,JUMP
439018,0.1633,-0.0105,0.9187,0.9332,0.1607,0.4181,JUMP
439028,0.1096,-0.0134,0.8799,0.8868,0.2007,0.4188,JUMP
439038,0.2349,0.1946,-0.3047,0.4311,0.6364,0.4371,JUMP
439048,0.002,-0.0325,1.3582,1.3585,0.2822,0.4389,JUMP
439058,0.1604,-0.0513,1.0068,1.0208,0.0539,0.419,JUMP
439068,0.0093,-0.0149,1.2437,1.2438,0.1639,0.4195,JUMP
439078,0.1826,0.1575,-0.2241,0.3292,0.7278,0.4422,JUMP
439088,-0.0417,0.0225,0.8914,0.8926,0.1594,0.4419,JUMP
439098,0.0042,-0.0427,1.6033,1.6038,0.5351,0.4397,JUMP
